rank	word	arpabet
26619	pneumonic	N UW M AA N IH K
26620	poach	P OW CH
26621	poacher	P OW CH ER
26622	poaching	P OW CH IH NG
26623	pocatello	P OW K AH T EH L OW
26624	pock	P AA K
26625	pocketbook	P AA K AH T B UH K
26626	pocketful	P AA K AH T F UH L
26627	pockmark	P AA K M AA R K
26628	poco	P OW K OW
26629	pocono	P OW K AH N OW
26630	poconos	P OW K AH N OW Z
26631	podesta	P OW D EH S T AH
26632	podhoretz	P AA D HH ER EH T S
26633	podium	P OW D IY AH M
26634	podunk	P OW T AH NG K
26635	poe	P OW
26636	poetic	P OW EH T IH K
26637	poetical	P OW EH T IH K AH L
26638	pogo	P OW G OW
26639	pogrom	P AH G R AA M
26640	poignancy	P OY N Y AH N S IY
26641	poignant	P OY N Y AH N T
26642	poinsettia	P OY N S EH T IY AH
26643	pointless	P OY N T L AH S
26644	pointy	P OY N T IY
26645	poirot	P W AA R OW
26646	poise	P OY Z
26647	poised	P OY Z D
26648	poisoning	P OY Z AH N IH NG
26649	poisonous	P OY Z AH N AH S
26650	poisson	P OY Z S AH N
26651	poitier	P OY T Y ER
26652	poke	P OW K
26653	pokeweed	P OW K W IY D
26654	pokey	P OW K IY
26655	poky	P OW K IY
26656	pol	P AO L
26657	polack	P OW L AE K
26658	polanski	P AH L AE N S K IY
26659	polarimeter	P OW L ER IH M AH T ER
26660	polaris	P OW L EH R AH S
26661	polarity	P OW L EH R AH T IY
26662	polarize	P OW L ER AY Z
26663	polarizer	P OW L ER AY Z ER
26664	polaroid	P OW L ER OY D
26665	polder	P OW L D ER
26666	polecat	P OW L K AE T
26667	polemic	P AH L EH M IH K
26668	polemical	P AH L EH M AH K AH L
26669	polemics	P OW L EH M IH K S
26670	poleward	P OW L W ER D
26671	policeman	P AH L IY S M AH N
26672	policemen	P AH L IY S M IH N
26673	polio	P OW L IY OW
26674	polis	P OW L AH S
26675	polite	P AH L AY T
26676	politeness	P AH L AY T N AH S
26677	politic	P AA L AH T IH K
26678	politician	P AA L AH T IH SH AH N
26679	politicize	P AH L IH T IH S AY Z
26680	politicking	P AA L AH T IH K IH NG
26681	politico	P AH L IH T IH K OW
26682	polity	P AA L AH T IY
26683	polk	P OW K
26684	polka	P OW L K AA
26685	pollack	P AA L AH K
26686	pollard	P AA L ER D
26687	polled	P OW L D
26688	pollen	P AA L AH N
26689	pollinate	P AA L AH N EY T
26690	pollination	P AA L AH N EY SH AH N
26691	polling	P OW L IH NG
26692	pollock	P AA L AH K
26693	pollster	P OW L S T ER
26694	pollutant	P AH L UW T AH N T
26695	pollute	P AH L UW T
26696	polluted	P AH L UW T IH D
26697	polluter	P AH L UW T ER
26698	pollux	P AA L AH K S
26699	polly	P AA L IY
26700	pollyanna	P AA L IY AE N AH
26701	polonaise	P AA L AH N EY Z
26702	polonium	P AH L OW N IY AH M
26703	poltergeist	P OW L T ER G AY S T
26704	polyamide	P AA L IY AE M AY D
26705	polyandry	P AA L IY AE N D R IY
26706	polychrome	P AA L IY K R OW M
26707	polygamous	P AH L IH G AH M AH S
26708	polygamy	P AH L IH G AH M IY
26709	polyglot	P AA L IY G L AA T
26710	polygon	P AA L IH G AA N
26711	polygonal	P AH L IH G AH N AH L
26712	polygraph	P AA L IY G R AE F
26713	polygraphs	P AA L IY G R AE F S
26714	polygynous	P AH L IH JH AH N AH S
26715	polygyny	P AH L IH JH AH N IY
26716	polymerase	P AA L IH M ER EY S
26717	polymerize	P AA L IH M ER AY Z
26718	polynesia	P AA L IH N IY ZH AH
26719	polynesian	P AA L IH N IY ZH AH N
26720	polyp	P AA L IH P
26721	polyphony	P AH L IH F AH N IY
26722	polyvinyl	P AA L IY V AY N AH L
26723	pom	P AO M
26724	pomerania	P AA M ER EY N IY AH
26725	pomeranian	P AA M ER EY N IY AH N
26726	pommel	P AA M AH L
26727	pomology	P OW M AA L AH JH IY
26728	pomona	P OW M OW N AH
26729	pomp	P AA M P
26730	pompadour	P AA M P AH D AO R
26731	pompano	P AA M P AH N OW
26732	pompey	P AA M P IY
26733	pompidou	P AA M P IH D UW
26734	pompom	P AA M P AA M
26735	pomposity	P AA M P AA S IH T IY
26736	pompous	P AA M P AH S
26737	pompousness	P AA M P AH S N AH S
26738	ponce	P OW N S EY
26739	poncho	P AA N CH OW
26740	ponder	P AA N D ER
26741	ponderosa	P AA N D ER OW S AH
26742	ponderous	P AA N D ER AH S
26743	pong	P AO NG
26744	pons	P AA N Z
26745	pontes	P OW N T EH S
26746	pontiff	P AA N T AH F
26747	pontoon	P AA N T UW N
26748	pony	P OW N IY
26749	ponytail	P OW N IY T EY L
26750	poo	P UW
26751	pooch	P UW CH
26752	poodle	P UW D AH L
26753	poof	P UW F
26754	pooh	P UW
26755	poole	P UW L
26756	poolside	P UW L S AY D
26757	poon	P UW N
26758	poop	P UW P
26759	poorhouse	P UW R HH AW S
26760	popcorn	P AA P K AO R N
26761	popeye	P AA P AY
26762	poplar	P AA P L ER
26763	poplin	P AA P L IH N
26764	poppa	P AA P AH
26765	poppadom	P AO P AH D AO M
26766	popped	P AA P T
26767	popper	P AA P ER
26768	popping	P AA P IH NG
26769	poppins	P AA P IH N Z
26770	popple	P AA P AH L
26771	poppy	P AA P IY
26772	poppycock	P AA P IY K AO K
26773	popsicle	P AA P S IH K AH L
26774	populace	P AA P Y AH L AH S
26775	popularize	P AA P Y AH L ER AY Z
26776	populate	P AA P Y AH L EY T
26777	populist	P AA P Y AH L AH S T
26778	populous	P AA P Y AH L AH S
26779	popup	P AA P AH P
26780	porch	P AO R CH
26781	porcupine	P AO R K Y AH P AY N
26782	pore	P AO R
26783	porgy	P AO R G IY
26784	porker	P AO R K ER
26785	porky	P AO R K IY
26786	porous	P AO R AH S
26787	porphyritic	P AO R F ER IH T IH K
26788	porphyry	P AO R F ER IY
26789	porpoise	P AO R P AH S
26790	porridge	P AO R AH JH
26791	portage	P AO R T AH JH
26792	porte	P AO R T
26793	portend	P AO R T EH N D
26794	portent	P AO R T EH N T
26795	portentous	P AO R T EH N T AH S
26796	portia	P AO R SH AH
26797	portico	P AO R T AH K OW
26798	portly	P AO R T L IY
26799	portmanteau	P AO R T M AA N T OW
26800	porto	P AO R T OW
26801	portray	P AO R T R EY
26802	portrayal	P AO R T R EY AH L
26803	posada	P OW S AA D AH
26804	posed	P OW Z D
26805	poseidon	P AH S AY D AH N
26806	posen	P OW Z AH N
26807	poser	P OW Z ER
26808	poseur	P OW Z ER
26809	posh	P AA SH
26810	posit	P AA Z AH T
26811	positioned	P AH Z IH SH AH N D
26812	positron	P AA Z AH T R AA N
26813	poss	P AO S
26814	posse	P AA S IY
26815	possessive	P AH Z EH S IH V
26816	possessor	P AH Z EH S ER
26817	possum	P AA S AH M
26818	postdate	P OW S T D EY T
26819	posterior	P AO S T IH R Y ER
26820	posterity	P AA S T EH R AH T IY
26821	posthole	P OW S T HH OW L
26822	posthumous	P AA S CH UH M AH S
26823	postman	P OW S T M AH N
26824	postmark	P OW S T M AA R K
26825	postmaster	P OW S T M AE S T ER
26826	postmodern	P OW S T M AA D ER N
26827	postnatal	P OW S T N EY T AH L
26828	postpone	P OW S T P OW N
26829	postscript	P OW S K R IH P T
26830	postulate	P AA S CH AH L EY T
26831	posture	P AA S CH ER
26832	posturing	P AA S CH ER IH NG
26833	postwar	P OW S T W AO R
26834	potable	P OW T AH B AH L
26835	potage	P OW T AA ZH
26836	potash	P AA T AE SH
26837	potassium	P AH T AE S IY AH M
26838	potboiler	P AA B OY L ER
26839	potemkin	P AH T EH M K IH N
26840	potency	P OW T AH N S IY
26841	potent	P OW T AH N T
26842	potentate	P OW T AH N T EY T
26843	pothole	P AA T HH OW L
26844	potion	P OW SH AH N
26845	potluck	P AA T L AH K
26846	potomac	P AH T OW M AH K
26847	potpie	P AA T P AY
26848	potpourri	P OW P UH R IY
26849	potsdam	P AA T S D AE M
26850	potshot	P AA SH AA T
26851	pottage	P AA T AH JH
26852	potted	P AA T IH D
26853	pottle	P AA T AH L
26854	potts	P AA T S
26855	potty	P AA T IY
26856	pouch	P AW CH
26857	poughkeepsie	P AH K IH P S IY
26858	poulenc	P UW L AH NG K
26859	poultice	P OW L T AH S
26860	pounce	P AW N S
26861	poundage	P AW N D IH JH
26862	pounder	P AW N D ER
26863	pounding	P AW N D IH NG
26864	poussin	P UW S IH N
26865	pout	P AW T
26866	pouter	P AW T ER
26867	pouting	P AW T IH NG
26868	pouty	P AW T IY
26869	pow	P AW
26870	powdery	P AW D ER IY
26871	powerboat	P AW ER B OW T
26872	powerhouse	P AW ER HH AW S
26873	powerless	P AW ER L AH S
26874	powerlessness	P AW ER L AH S N AH S
26875	powerpc	P AW ER P IY S IY
26876	powertrain	P AW R T R EY N
26877	powwow	P AW W AW
26878	pox	P AA K S
26879	poznan	P AA Z N AH N
26880	practiced	P R AE K T AH S T
26881	prada	P R AA D AH
26882	prado	P R AA D OW
26883	praetor	P R IY T ER
26884	praetorian	P R IY T AO R IY AH N
26885	pragmatic	P R AE G M AE T IH K
26886	praiseworthy	P R EY Z W ER DH IY
26887	prance	P R AE N S
26888	prancer	P R AE N S ER
26889	prancing	P R AE N S IH NG
26890	prank	P R AE NG K
26891	prankster	P R AE NG K S T ER
26892	prater	P R EY T ER
26893	pratfall	P R AE T F AO L
26894	prato	P R AA T OW
26895	pratt	P R AE T
26896	prattle	P R AE T AH L
26897	pravda	P R AE V D AH
26898	prawn	P R AO N
26899	praxis	P R AE K S IH S
26900	prayerful	P R EH R F AH L
26901	preach	P R IY CH
26902	preacher	P R IY CH ER
26903	preachy	P R IY CH IY
26904	preakness	P R IY K N AH S
26905	preamble	P R IY AE M B AH L
26906	prearrange	P R IY ER EY N JH
26907	precarious	P R IY K EH R IY AH S
26908	precast	P R IY K AE S T
26909	precaution	P R IY K AO SH AH N
26910	precede	P R IH S IY D
26911	precedence	P R EH S AH D AH N S
26912	precedent	P R EH S IH D AH N T
26913	precept	P R IY S EH P T
26914	precession	P R IY S EH SH AH N
26915	precinct	P R IY S IH NG K T
26916	precipice	P R EH S AH P AH S
26917	precis	P R EY S IY
26918	preclude	P R IH K L UW D
26919	preclusion	P R IH K L UW ZH AH N
26920	precocious	P R IH K OW SH AH S
26921	preconceive	P R IY K AH N S IY V
26922	precook	P R IY K UH K
26923	precursor	P R IY K ER S ER
26924	predaceous	P R IY D EY SH AH S
26925	predate	P R IY D EY T
26926	predator	P R EH D AH T ER
26927	predatory	P R EH D AH T AO R IY
26928	predawn	P R IY D AO N
26929	predecessor	P R EH D AH S EH S ER
26930	predestine	P R IY D EH S T AH N
26931	predicate	P R EH D AH K EY T
26932	predictor	P R IH D IH K T ER
26933	predispose	P R IY D IH S P OW Z
26934	preempt	P R IY EH M P T
26935	preemption	P R IY EH M P SH AH N
26936	preemptive	P R IY EH M P T IH V
26937	preen	P R IY N
26938	preexist	P R IY IH G Z IH S T
26939	prefab	P R IY F AE B
26940	preface	P R EH F AH S
26941	prefect	P R IY F EH K T
26942	prefecture	P R IY F EH K CH ER
26943	preferably	P R EH F ER AH B L IY
26944	preferring	P R IH F ER IH NG
26945	prejudge	P R IY JH AH JH
26946	prejudice	P R EH JH AH D IH S
26947	prejudiced	P R EH JH AH D AH S T
26948	prelate	P R EH L IH T
26949	prelim	P R IH L IH M
26950	prelude	P R EY L UW D
26951	prem	P R EH M
26952	premature	P R IY M AH CH UH R
26953	premiership	P R EH M IH R SH IH P
26954	premise	P R EH M IH S
26955	premodern	P R IY M AO D ER N
26956	prenatal	P R IY N EY T AH L
26957	prensa	P R EH N S AH
26958	prentice	P R EH N T IH S
26959	prenuptial	P R IY N AH P SH AH L
26960	preoccupy	P R IY AA K Y AH P AY
26961	preordain	P R IY AO R D EY N
26962	prepackage	P R IY P AE K AH JH
26963	prepay	P R IY P EY
26964	prepayment	P R IY P EY M AH N T
26965	prepped	P R EH P T
26966	prepping	P R EH P IH NG
26967	preppy	P R EH P IY
26968	prepuce	P R EH P Y UW S
26969	prequel	P R IY K W EH L
26970	prerecord	P R IY R IY K AO R D
26971	pres	P R EH Z
26972	presage	P R EH S IH JH
26973	preschool	P R IY S K UW L
26974	preschooler	P R IY S K UW L ER
26975	prescience	P R IY SH IY AH N S
26976	prescient	P R EH S IY AH N T
26977	prescott	P R EH S K AA T
26978	prescribe	P R AH S K R AY B
26979	preseason	P R IY S IY Z AH N
26980	presenter	P R EH Z AH N T ER
26981	preserved	P R AH Z ER V D
26982	preserver	P R IY Z ER V ER
26983	preset	P R IY S EH T
26984	preside	P R IH Z AY D
26985	presidio	P R IH S IH D IY OW
26986	presidium	P R IH S IH D IY AH M
26987	presley	P R EH S L IY
26988	presser	P R EH S ER
26989	pressman	P R EH S M AH N
26990	pressurize	P R EH SH ER AY Z
26991	pressurized	P R EH SH ER AY Z D
26992	prestige	P R EH S T IY ZH
26993	prestigious	P R EH S T IH JH AH S
26994	presto	P R EH S T OW
26995	presume	P R IH Z UW M
26996	presuppose	P R IY S AH P OW Z
26997	pret	P R EH T
26998	pretax	P R IY T AE K S
26999	preteen	P R IY T IY N
27000	pretend	P R IY T EH N D
27001	pretender	P R IY T EH N D ER
27002	pretending	P R IY T EH N D IH NG
27003	pretense	P R IY T EH N S
27004	pretension	P R IY T EH N SH AH N
27005	pretentious	P R IY T EH N SH AH S
27006	preterm	P R IY T ER M
27007	pretext	P R IY T EH K S T
27008	pretoria	P R IY T AO R IY AH
27009	pretrial	P R IY T R AY AH L
27010	pretzel	P R EH T Z AH L
27011	prevail	P R IH V EY L
27012	prevailing	P R IH V EY L IH NG
27013	prevalence	P R EH V AH L AH N S
27014	prevalent	P R EH V AH L AH N T
27015	preventive	P R IH V EH N T IH V
27016	previn	P R EH V AH N
27017	prewar	P R IY W AO R
27018	prey	P R EY
27019	priam	P R AY AE M
27020	priceless	P R AY S L AH S
27021	pricey	P R AY S IY
27022	pricier	P R AY S IY ER
27023	priciest	P R AY S IY IH S T
27024	prick	P R IH K
27025	prickly	P R IH K L IY
27026	prier	P R AY ER
27027	priestess	P R IY S T AH S
27028	priesthood	P R IY S T HH UH D
27029	priestley	P R IY S T L IY
27030	priestly	P R IY S T L IY
27031	prig	P R IH G
27032	prim	P R IH M
27033	primacy	P R AY M AH S IY
27034	primal	P R AY M AH L
27035	primate	P R AY M EY T
27036	primavera	P R IY M AA V EH R AH
27037	primer	P R AY M ER
27038	primetime	P R AY M T AY M
27039	primeval	P R AY M IY V AH L
27040	priming	P R AY M IH NG
27041	primitive	P R IH M AH T IH V
27042	primmer	P R IH M ER
27043	primo	P R IY M OW
27044	primp	P R IH M P
27045	primrose	P R IH M R OW Z
27046	primus	P R AY M AH S
27047	princely	P R IH N S L IY
27048	principe	P R IY N CH IY P IY
27049	printmaker	P R IH N T M EY K ER
27050	printout	P R IH N T AW T
27051	prinz	P R IH N Z
27052	prioritize	P R AY AO R AH T AY Z
27053	priory	P R AY ER IY
27054	priscilla	P R IH S IH L AH
27055	prism	P R IH Z AH M
27056	prismatic	P R IH Z M AE T IH K
27057	prissy	P R IH S IY
27058	pristine	P R IH S T IY N
27059	prius	P R AY AH S
27060	privation	P R AY V EY SH AH N
27061	privatize	P R IH V AH T AY Z
27062	privileged	P R IH V L AH JH D
27063	privy	P R IH V IY
27064	proactive	P R OW AE K T IH V
27065	prob	P R AA B
27066	probable	P R AA B AH B AH L
27067	probate	P R OW B EY T
27068	probation	P R OW B EY SH AH N
27069	probationer	P R OW B EY SH AH N ER
27070	probity	P R OW B AH T IY
27071	proboscis	P R OW B AA S AH S
27072	procaine	P R OW K EY N
27073	procedural	P R AH S IY JH ER AH L
27074	procession	P R AH S EH SH AH N
27075	proclaim	P R OW K L EY M
27076	proclaimed	P R OW K L EY M D
27077	procreate	P R OW K R IY EY T
27078	procter	P R AA K T ER
27079	proctor	P R AA K T ER
27080	prod	P R AA D
27081	prodigal	P R AA D IH G AH L
27082	prodigious	P R AH D IH JH AH S
27083	prodigy	P R AA D AH JH IY
27084	profane	P R OW F EY N
27085	profanity	P R OW F AE N AH T IY
27086	professed	P R AH F EH S T
27087	proffer	P R AA F ER
27088	proficient	P R AA F IH SH AH N T
27089	profiteer	P R AA F AH T IH R
27090	profligate	P R AO F L IH G EY T
27091	profound	P R OW F AW N D
27092	profuse	P R AH F Y UW S
27093	progenitor	P R OW JH EH N IH T ER
27094	progeny	P R AA JH AH N IY
27095	progestin	P R OW JH EH S T IH N
27096	prognosis	P R AA G N OW S AH S
27097	programmed	P R OW G R AE M D
27098	progression	P R AH G R EH SH AH N
27099	prohibit	P R OW HH IH B AH T
27100	prohibition	P R OW AH B IH SH AH N
27101	projectile	P R AH JH EH K T AH L
27102	projective	P R AH JH EH K T IH V
27103	prokofiev	P R AA K OW F IY V
27104	prolactin	P R OW L AE K T AH N
27105	proliferate	P R OW L IH F ER EY T
27106	prolific	P R OW L IH F IH K
27107	prologue	P R OW L AA G
27108	prom	P R AA M
27109	promenade	P R AA M AH N EY D
27110	prometheus	P R AH M IY TH IY AH S
27111	promethium	P R AH M IY TH IY AH M
27112	prominence	P R AA M AH N AH N S
27113	promissory	P R AA M AH S AO R IY
27114	promoter	P R AH M OW T ER
27115	prompted	P R AA M P T IH D
27116	prompting	P R AA M P T IH NG
27117	promulgate	P R OW M AH L G EY T
27118	prong	P R AO NG
27119	pronghorn	P R AO NG HH AO R N
27120	pronounce	P R AH N AW N S
27121	pronounced	P R AH N AW N S T
27122	pronto	P R AA N T OW
27123	proofread	P R UW F R IY D
27124	prop	P R AA P
27125	propagate	P R AA P AH G EY T
27126	propane	P R OW P EY N
27127	propel	P R AH P EH L
27128	propellant	P R AH P EH L AH N T
27129	propelled	P R AH P EH L D
27130	propeller	P R AH P EH L ER
27131	propelling	P R AH P EH L IH NG
27132	prophecy	P R AA F AH S IY
27133	prophetess	P R AA F AH T AH S
27134	prophetic	P R AH F EH T IH K
27135	propitious	P R AH P IH SH AH S
27136	proponent	P R AH P OW N AH N T
27137	propped	P R AA P T
27138	propping	P R AA P IH NG
27139	proprietor	P R AH P R AY AH T ER
27140	propriety	P R AH P R AY AH T IY
27141	propulsion	P R AH P AH L SH AH N
27142	propylene	P R OW P AH L IY N
27143	prosaic	P R OW Z EY IH K
27144	proscribe	P R OW S K R AY B
27145	prose	P R OW Z
27146	prosecute	P R AA S AH K Y UW T
27147	proserpina	P R OW S ER P AH N AH
27148	prosody	P R AA S AH D IY
27149	prospector	P R AO S P EH K T ER
27150	prosper	P R AA S P ER
27151	prosperous	P R AA S P ER AH S
27152	prostatic	P R OW S T AE T IH K
27153	prostheses	P R AA S TH IY S IY Z
27154	prosthesis	P R AO S TH EH S IH S
27155	prosthetic	P R AA S TH EH T IH K
27156	prostitute	P R AA S T AH T UW T
27157	prostrate	P R AA S T R EY T
27158	protean	P R OW T IY AH N
27159	protease	P R OW T IY EY Z
27160	protector	P R AH T EH K T ER
27161	protege	P R OW T AH ZH EY
27162	protesting	P R AH T EH S T IH NG
27163	prothallus	P R OW TH AE L AH S
27164	protium	P R OW T IY AH M
27165	proton	P R OW T AA N
27166	protozoa	P R OW T AH Z OW AH
27167	protozoan	P R OW T AH Z OW AH N
27168	protract	P R OW T R AE K T
27169	protrude	P R OW T R UW D
27170	proust	P R AW S T
27171	provable	P R UW V AH B AH L
27172	provenance	P R AA V AH N AH N S
27173	provence	P R OW V AH N S
27174	proverbial	P R AH V ER B IY AH L
27175	proverbs	P R AA V ER B Z
27176	provident	P R AA V IH D AH N T
27177	proviso	P R AH V AY Z OW
27178	provo	P R OW V OW
27179	provoke	P R AH V OW K
27180	provoked	P R AH V OW K T
27181	provoking	P R AH V OW K IH NG
27182	provolone	P R OW V AH L OW N
27183	provost	P R OW V OW S T
27184	prow	P R AW
27185	prowess	P R AW AH S
27186	prowl	P R AW L
27187	prowler	P R AW L ER
27188	proximal	P R AA K S AH M AH L
27189	proximate	P R AA K S AH M AH T
27190	prude	P R UW D
27191	prudence	P R UW D AH N S
27192	prudent	P R UW D AH N T
27193	prudential	P R UW D EH N SH AH L
27194	prudery	P R UW D ER IY
27195	prudish	P R UW D IH SH
27196	pruitt	P R UW IH T
27197	prune	P R UW N
27198	prunella	P R UW N EH L AH
27199	pruner	P R UW N ER
27200	prurient	P R UH R IY AH N T
27201	prus	P R AH S
27202	prussia	P R AH SH AH
27203	prussian	P R AH SH AH N
27204	pry	P R AY
27205	prying	P R AY IH NG
27206	prynne	P R IH N
27207	pryor	P R AY ER
27208	psalm	S AA L M
27209	psalms	S AA L M Z
27210	psalter	S AO L T ER
27211	pseudo	S UW D OW
27212	pseudonym	S UW D AH N IH M
27213	pseudoscience	S UW D OW S AY AH N S
27214	pshaw	P SH AW
27215	psilocybin	S AY L AH S AY B AH N
27216	psoriasis	S ER AY AH S AH S
27217	psych	S AY K
27218	psyche	S AY K IY
27219	psychedelic	S AY K AH D EH L IH K
27220	psychiatric	S AY K IY AE T R IH K
27221	psychic	S AY K IH K
27222	psychical	S AY K IH K AH L
27223	psycho	S AY K OW
27224	psychobabble	S AY K OW B AE B AH L
27225	psychogenic	S AY K OW JH EH N IH K
27226	psychopath	S AY K OW P AE TH
27227	psychopathic	S AY K AH P AE TH IH K
27228	psychopaths	S AY K OW P AE TH S
27229	psychopathy	S AY K AA P AH TH IY
27230	psychosis	S AY K OW S AH S
27231	psychosocial	S AY K OW S OW SH AH L
27232	psychotic	S AY K AA T IH K
27233	ptolemaic	T AA L AH M EY IH K
27234	ptolemy	T AA L AH M IY
27235	ptomaine	T OW M EY N
27236	pu	P UW
27237	puberty	P Y UW B ER T IY
27238	pubic	P Y UW B IH K
27239	publicist	P AH B L IH S IH S T
27240	publicize	P AH B L IH S AY Z
27241	publicized	P AH B L IH S AY Z D
27242	puccini	P UW CH IY N IY
27243	puck	P AH K
27244	pucker	P AH K ER
27245	puckett	P AH K IH T
27246	puckish	P AH K IH SH
27247	pudding	P UH D IH NG
27248	puddle	P AH D AH L
27249	pudgy	P AH JH IY
27250	puebla	P W EY B L AH
27251	pueblo	P W EH B L OW
27252	puerile	P Y UW R IY L
27253	puff	P AH F
27254	puffer	P AH F ER
27255	puffery	P AH F ER IY
27256	puffin	P AH F IH N
27257	puffy	P AH F IY
27258	pug	P AH G
27259	puget	P Y UW JH IH T
27260	pugh	P Y UW
27261	pugilist	P Y UW JH AH L IH S T
27262	puglia	P AH G L IY AH
27263	pugnacious	P AH G N AE SH IH S
27264	puke	P Y UW K
27265	pulaski	P Y UW L AE S K IY
27266	pulitzer	P UH L AH T S ER
27267	pullback	P UH L B AE K
27268	puller	P UH L ER
27269	pulley	P UH L IY
27270	pullman	P UH L M AH N
27271	pullout	P UH L AW T
27272	pulmonary	P UH L M AH N EH R IY
27273	pulp	P AH L P
27274	pulpit	P UH L P IH T
27275	pulpwood	P AH L P W UH D
27276	pulsar	P UH L S ER
27277	pulverize	P AH L V ER AY Z
27278	puma	P UW M AH
27279	pumice	P AH M AH S
27280	pummel	P AH M AH L
27281	pumpkin	P AH M P K IH N
27282	pun	P AH N
27283	punchline	P AH N CH L AY N
27284	punchy	P AH N CH IY
27285	punctate	P AH N K T EY T
27286	punctual	P AH NG K CH UW AH L
27287	punctuate	P AH NG K CH UW EY T
27288	puncture	P AH NG K CH ER
27289	pundit	P AH N D AH T
27290	punditry	P AH N D AH T R IY
27291	pung	P AH NG
27292	pungent	P AH N JH AH N T
27293	punic	P Y UW N IH K
27294	punish	P AH N IH SH
27295	punished	P AH N IH SH T
27296	punishing	P AH N IH SH IH NG
27297	punitive	P Y UW N AH T IH V
27298	punjab	P AH N JH AA B
27299	punt	P AH N T
27300	punter	P AH N T ER
27301	puny	P Y UW N IY
27302	pup	P AH P
27303	pupa	P Y UW P AH
27304	pupil	P Y UW P AH L
27305	puppet	P AH P AH T
27306	puppeteer	P AH P AH T IY R
27307	puppetry	P AH P AH T R IY
27308	purcell	P ER S EH L
27309	purchaser	P ER CH AH S ER
27310	purdue	P ER D UW
27311	purebred	P Y UH R B R EH D
27312	puree	P Y UH R EY
27313	purgatory	P ER G AH T AO R IY
27314	purge	P ER JH
27315	puri	P UH R IY
27316	purified	P Y UH R AH F AY D
27317	purifier	P Y UH R AH F AY ER
27318	purify	P Y UH R AH F AY
27319	purim	P UH R AH M
27320	purina	P Y UH R IH N AH
27321	purist	P Y UH R IH S T
27322	puristic	P Y UH R IH S T IH K
27323	puritan	P Y UH R AH T AH N
27324	purity	P Y UH R AH T IY
27325	purloin	P ER L OY N
27326	purplish	P ER P L IH SH
27327	purport	P ER P AO R T
27328	purported	P ER P AO R T IH D
27329	purposeful	P ER P AH S F AH L
27330	purposeless	P ER P AH S L AH S
27331	purr	P ER
27332	purser	P ER S ER
27333	pursuer	P ER S UW ER
27334	purulent	P Y UH R UW L AH N T
27335	purvey	P ER V EY
27336	purveyor	P ER V EY ER
27337	purview	P ER V Y UW
27338	pus	P AH S
27339	pusan	P UW S AA N
27340	pusey	P Y UW Z IY
27341	pusher	P UH SH ER
27342	pushkin	P UH SH K IH N
27343	pushover	P UH SH OW V ER
27344	pushy	P UH SH IY
27345	puss	P UH S
27346	pussycat	P UH S IY K AE T
27347	pussyfoot	P UH S IY F UH T
27348	putative	P Y UW T AH T IH V
27349	putin	P UW T IH N
27350	putnam	P AH T N AH M
27351	putrid	P Y UW T R IH D
27352	putsch	P UH CH
27353	putt	P AH T
27354	putted	P AH T IH D
27355	putter	P AH T ER
27356	putterer	P AH T ER ER
27357	putty	P AH T IY
27358	putz	P AH T S
27359	puzo	P UW Z OW
27360	puzzlement	P AH Z AH L M AH N T
27361	puzzler	P AH Z L ER
27362	puzzling	P AH Z AH L IH NG
27363	pye	P AY
27364	pygmalion	P IH G M EY L Y AH N
27365	pygmy	P IH G M IY
27366	pyle	P AY L
27367	pylon	P AY L AA N
27368	pylori	P AY L AO R IY
27369	pylos	P AY L OW S
27370	pyongyang	P Y AO NG Y AE NG
27371	pyramid	P IH R AH M IH D
27372	pyramidal	P ER AE M AH D AH L
27373	pyre	P AY ER
27374	pyrenees	P IH R AH IY Z
27375	pyrite	P AY R AY T
27376	pyroxene	P AY R AA K S IY N
27377	pyrrhic	P IH R IH K
27378	pythagoras	P IH TH AH G AO R AA S
27379	pythia	P IH TH IY AH
27380	pyxis	P IH K S IH S
27381	qantas	K AE N T AH S
27382	qi	K IY
27383	qingdao	CH IH NG D AW
27384	qom	K AA M
27385	qu	K UW
27386	qua	K W AA
27387	quack	K W AE K
27388	quackery	K W AE K ER IY
27389	quadrant	K W AA D R AH N T
27390	quadratic	K W AA D R AA T IH K
27391	quadruple	K W AA D R UW P AH L
27392	quaff	K W AA F
27393	quagmire	K W AE G M AY ER
27394	quahog	K W AA HH AO G
27395	quai	K IY
27396	quail	K W EY L
27397	quaint	K W EY N T
27398	quake	K W EY K
27399	quaker	K W EY K ER
27400	qualcomm	K W AA L K AA M
27401	quale	K W EY L
27402	qualifier	K W AA L AH F AY ER
27403	quandary	K W AA N D ER IY
27404	quant	K W AE N T
27405	quantified	K W AA N T IH F AY D
27406	quantify	K W AA N T IH F AY
27407	quarantine	K W AO R AH N T IY N
27408	quark	K W AA R K
27409	quarrel	K W AO R AH L
27410	quarrelsome	K W AO R AH L S AH M
27411	quarry	K W AO R IY
27412	quart	K W AO R T
27413	quarterback	K W AO R T ER B AE K
27414	quarterdeck	K W AO R T ER D EH K
27415	quartet	K W AO R T EH T
27416	quartile	K W AO R T IH L
27417	quarto	K W AO R T OW
27418	quartz	K W AO R T S
27419	quasar	K W EY Z AA R
27420	quash	K W AO SH
27421	quasi	K W AA S IY
27422	quasimodo	K AE Z IY M OW D OW
27423	quassia	K W AA SH IY AH
27424	quaternary	K W AA T ER N EH R IY
27425	quaver	K W EY V ER
