,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Vowel Count,Consonant Count
369,synagogue,RLSL,real,long,simple,2.82e-06,7,3.45,"['S', 'IH1', 'N', 'AH0', 'G', 'AO2', 'G']","['S', 'IH', 'N', 'AH', 'G', 'AO', 'G']",NOUN,3,4
370,labrador,RLSL,real,long,simple,2e-06,8,3.3,"['L', 'AE1', 'B', 'R', 'AH0', 'D', 'AO2', 'R']","['L', 'AE', 'B', 'R', 'AH', 'D', 'AO', 'R']",PROPN,3,5
371,euphrates,RLSL,real,long,simple,7.76e-07,8,2.89,"['Y', 'UW0', 'F', 'R', 'EY1', 'T', 'IY0', 'Z']","['Y', 'UW', 'F', 'R', 'EY', 'T', 'IY', 'Z']",X,3,5
372,avalanche,RLSL,real,long,simple,3.02e-06,7,3.48,"['AE1', 'V', 'AH0', 'L', 'AE2', 'N', 'CH']","['AE', 'V', 'AH', 'L', 'AE', 'N', 'CH']",NOUN,3,4
373,trafalgar,RLSL,real,long,simple,1.05e-06,8,3.02,"['T', 'R', 'AH0', 'F', 'AE1', 'L', 'G', 'ER0']","['T', 'R', 'AH', 'F', 'AE', 'L', 'G', 'ER']",PROPN,3,5
374,tarantino,RLSL,real,long,simple,1.1e-06,9,3.04,"['T', 'AA0', 'R', 'AA0', 'N', 'T', 'IY1', 'N', 'OW0']","['T', 'AA', 'R', 'AA', 'N', 'T', 'IY', 'N', 'OW']",NOUN,4,5
375,confetti,RLSL,real,long,simple,1.07e-06,7,3.03,"['K', 'AH0', 'N', 'F', 'EH1', 'T', 'IY0']","['K', 'AH', 'N', 'F', 'EH', 'T', 'IY']",NOUN,3,4
376,hallelujah,RLSL,real,long,simple,2e-06,8,3.3,"['HH', 'AE2', 'L', 'AH0', 'L', 'UW1', 'Y', 'AH0']","['HH', 'AE', 'L', 'AH', 'L', 'UW', 'Y', 'AH']",PROPN,4,4
377,catapult,RLSL,real,long,simple,1.02e-06,8,3.01,"['K', 'AE1', 'T', 'AH0', 'P', 'AH2', 'L', 'T']","['K', 'AE', 'T', 'AH', 'P', 'AH', 'L', 'T']",VERB,3,5
378,sheridan,RLSL,real,long,simple,2.95e-06,7,3.47,"['SH', 'EH1', 'R', 'IH0', 'D', 'AH0', 'N']","['SH', 'EH', 'R', 'IH', 'D', 'AH', 'N']",PROPN,3,4
379,ukulele,RLSL,real,long,simple,1.02e-06,8,3.01,"['Y', 'UW2', 'K', 'AH0', 'L', 'EY1', 'L', 'IY0']","['Y', 'UW', 'K', 'AH', 'L', 'EY', 'L', 'IY']",PROPN,4,4
380,fluctuate,RLSL,real,long,simple,9.77e-07,9,2.99,"['F', 'L', 'AH1', 'K', 'CH', 'AH0', 'W', 'EY2', 'T']","['F', 'L', 'AH', 'K', 'CH', 'AH', 'W', 'EY', 'T']",VERB,3,6
381,anomaly,RLSL,real,long,simple,2.95e-06,7,3.47,"['AH0', 'N', 'AA1', 'M', 'AH0', 'L', 'IY0']","['AH', 'N', 'AA', 'M', 'AH', 'L', 'IY']",NOUN,4,3
382,zeppelin,RLSL,real,long,simple,1.95e-06,7,3.29,"['Z', 'EH1', 'P', 'IH0', 'L', 'IH0', 'N']","['Z', 'EH', 'P', 'IH', 'L', 'IH', 'N']",PROPN,3,4
383,avocado,RLSL,real,long,simple,2.82e-06,7,3.45,"['AE2', 'V', 'AH0', 'K', 'AA1', 'D', 'OW0']","['AE', 'V', 'AH', 'K', 'AA', 'D', 'OW']",NOUN,4,3
384,thesaurus,RLSL,real,long,simple,7.59e-07,7,2.88,"['TH', 'AH0', 'S', 'AO1', 'R', 'AH0', 'S']","['TH', 'AH', 'S', 'AO', 'R', 'AH', 'S']",NOUN,3,4
385,porcupine,RLSL,real,long,simple,7.59e-07,9,2.88,"['P', 'AO1', 'R', 'K', 'Y', 'AH0', 'P', 'AY2', 'N']","['P', 'AO', 'R', 'K', 'Y', 'AH', 'P', 'AY', 'N']",NOUN,3,6
386,caramel,RLSL,real,long,simple,3.02e-06,7,3.48,"['K', 'EH1', 'R', 'AH0', 'M', 'AH0', 'L']","['K', 'EH', 'R', 'AH', 'M', 'AH', 'L']",PROPN,3,4
387,innuendo,RLSL,real,long,simple,7.94e-07,8,2.9,"['IH0', 'N', 'Y', 'UW0', 'EH1', 'N', 'D', 'OW0']","['IH', 'N', 'Y', 'UW', 'EH', 'N', 'D', 'OW']",NOUN,4,4
388,costello,RLSL,real,long,simple,1.95e-06,7,3.29,"['K', 'AO2', 'S', 'T', 'EH1', 'L', 'OW0']","['K', 'AO', 'S', 'T', 'EH', 'L', 'OW']",PROPN,3,4
389,episcopal,RLSL,real,long,simple,2.75e-06,9,3.44,"['IH0', 'P', 'IH1', 'S', 'K', 'AH0', 'P', 'AH0', 'L']","['IH', 'P', 'IH', 'S', 'K', 'AH', 'P', 'AH', 'L']",PROPN,4,5
390,nordstrom,RLSL,real,long,simple,9.55e-07,9,2.98,"['N', 'AO1', 'R', 'D', 'S', 'T', 'R', 'AH0', 'M']","['N', 'AO', 'R', 'D', 'S', 'T', 'R', 'AH', 'M']",PROPN,2,7
391,cannibal,RLSL,real,long,simple,1.12e-06,7,3.05,"['K', 'AE1', 'N', 'AH0', 'B', 'AH0', 'L']","['K', 'AE', 'N', 'AH', 'B', 'AH', 'L']",NOUN,3,4
392,vanderbilt,RLSL,real,long,simple,1.86e-06,9,3.27,"['V', 'AE1', 'N', 'D', 'ER0', 'B', 'IH0', 'L', 'T']","['V', 'AE', 'N', 'D', 'ER', 'B', 'IH', 'L', 'T']",PROPN,3,6
393,lavender,RLSL,real,long,simple,2.75e-06,7,3.44,"['L', 'AE1', 'V', 'AH0', 'N', 'D', 'ER0']","['L', 'AE', 'V', 'AH', 'N', 'D', 'ER']",VERB,3,4
394,gingrich,RLSL,real,long,simple,9.77e-07,7,2.99,"['G', 'IH1', 'NG', 'G', 'R', 'IH0', 'CH']","['G', 'IH', 'NG', 'G', 'R', 'IH', 'CH']",PROPN,2,5
395,javelin,RLSL,real,long,simple,7.94e-07,7,2.9,"['JH', 'AE1', 'V', 'AH0', 'L', 'AH0', 'N']","['JH', 'AE', 'V', 'AH', 'L', 'AH', 'N']",NOUN,3,4
396,piccadilly,RLSL,real,long,simple,1.05e-06,8,3.02,"['P', 'IH1', 'K', 'AH0', 'D', 'IH2', 'L', 'IY0']","['P', 'IH', 'K', 'AH', 'D', 'IH', 'L', 'IY']",PROPN,4,4
397,anaconda,RLSL,real,long,simple,9.33e-07,8,2.97,"['AE2', 'N', 'AH0', 'K', 'AA1', 'N', 'D', 'AH0']","['AE', 'N', 'AH', 'K', 'AA', 'N', 'D', 'AH']",NOUN,4,4
398,mannequin,RLSL,real,long,simple,1.15e-06,7,3.06,"['M', 'AE1', 'N', 'AH0', 'K', 'IH0', 'N']","['M', 'AE', 'N', 'AH', 'K', 'IH', 'N']",NOUN,3,4
399,fiduciary,RLSL,real,long,simple,1.12e-06,9,3.05,"['F', 'AH0', 'D', 'UW1', 'SH', 'IY0', 'EH2', 'R', 'IY0']","['F', 'AH', 'D', 'UW', 'SH', 'IY', 'EH', 'R', 'IY']",ADJ,5,4
400,gathered,RSCH,real,short,complex,1.86e-05,5,4.27,"['G', 'AE1', 'DH', 'ER0', 'D']","['G', 'AE', 'DH', 'ER', 'D']",VERB,2,3
401,having,RSCH,real,short,complex,0.000389,5,5.59,"['HH', 'AE1', 'V', 'IH0', 'NG']","['HH', 'AE', 'V', 'IH', 'NG']",VERB,2,3
402,lovely,RSCH,real,short,complex,5.5e-05,5,4.74,"['L', 'AH1', 'V', 'L', 'IY0']","['L', 'AH', 'V', 'L', 'IY']",ADJ,2,3
403,update,RSCH,real,short,complex,4.9e-05,5,4.69,"['AH0', 'P', 'D', 'EY1', 'T']","['AH', 'P', 'D', 'EY', 'T']",VERB,2,3
404,healthy,RSCH,real,short,complex,6.31e-05,5,4.8,"['HH', 'EH1', 'L', 'TH', 'IY0']","['HH', 'EH', 'L', 'TH', 'IY']",ADJ,2,3
405,outlet,RSCH,real,short,complex,1e-05,5,4.0,"['AW1', 'T', 'L', 'EH2', 'T']","['AW', 'T', 'L', 'EH', 'T']",NOUN,2,3
406,emperor,RSCH,real,short,complex,1.78e-05,5,4.25,"['EH1', 'M', 'P', 'ER0', 'ER0']","['EH', 'M', 'P', 'ER', 'ER']",NOUN,3,2
407,research,RSCH,real,short,complex,0.000245,5,5.39,"['R', 'IY0', 'S', 'ER1', 'CH']","['R', 'IY', 'S', 'ER', 'CH']",NOUN,2,3
408,their,RSCH,real,short,complex,0.00214,3,6.33,"['DH', 'EH1', 'R']","['DH', 'EH', 'R']",PRON,1,2
409,footage,RSCH,real,short,complex,2.04e-05,5,4.31,"['F', 'UH1', 'T', 'IH0', 'JH']","['F', 'UH', 'T', 'IH', 'JH']",NOUN,2,3
410,makeup,RSCH,real,short,complex,2.45e-05,5,4.39,"['M', 'EY1', 'K', 'AH2', 'P']","['M', 'EY', 'K', 'AH', 'P']",NOUN,2,3
411,filmed,RSCH,real,short,complex,1.15e-05,5,4.06,"['F', 'IH1', 'L', 'M', 'D']","['F', 'IH', 'L', 'M', 'D']",VERB,1,4
412,innings,RSCH,real,short,complex,1.05e-05,5,4.02,"['IH1', 'N', 'IH0', 'NG', 'Z']","['IH', 'N', 'IH', 'NG', 'Z']",VERB,2,3
413,gotten,RSCH,real,short,complex,2.95e-05,5,4.47,"['G', 'AA1', 'T', 'AH0', 'N']","['G', 'AA', 'T', 'AH', 'N']",VERB,2,3
414,forever,RSCH,real,short,complex,5.5e-05,5,4.74,"['F', 'ER0', 'EH1', 'V', 'ER0']","['F', 'ER', 'EH', 'V', 'ER']",ADV,3,2
415,assigned,RSCH,real,short,complex,2.45e-05,5,4.39,"['AH0', 'S', 'AY1', 'N', 'D']","['AH', 'S', 'AY', 'N', 'D']",VERB,2,3
416,workout,RSCH,real,short,complex,1.05e-05,5,4.02,"['W', 'ER1', 'K', 'AW2', 'T']","['W', 'ER', 'K', 'AW', 'T']",NOUN,2,3
417,goodbye,RSCH,real,short,complex,2e-05,5,4.3,"['G', 'UH2', 'D', 'B', 'AY1']","['G', 'UH', 'D', 'B', 'AY']",NOUN,2,3
418,goddess,RSCH,real,short,complex,1.02e-05,5,4.01,"['G', 'AA1', 'D', 'AH0', 'S']","['G', 'AA', 'D', 'AH', 'S']",NOUN,2,3
419,called,RSCH,real,short,complex,0.000389,4,5.59,"['K', 'AO1', 'L', 'D']","['K', 'AO', 'L', 'D']",VERB,1,3
420,southern,RSCH,real,short,complex,6.92e-05,5,4.84,"['S', 'AH1', 'DH', 'ER0', 'N']","['S', 'AH', 'DH', 'ER', 'N']",ADJ,2,3
421,doing,RSCH,real,short,complex,0.000398,4,5.6,"['D', 'UW1', 'IH0', 'NG']","['D', 'UW', 'IH', 'NG']",VERB,2,2
422,greater,RSCH,real,short,complex,7.94e-05,5,4.9,"['G', 'R', 'EY1', 'T', 'ER0']","['G', 'R', 'EY', 'T', 'ER']",ADJ,2,3
423,airline,RSCH,real,short,complex,1.1e-05,5,4.04,"['EH1', 'R', 'L', 'AY2', 'N']","['EH', 'R', 'L', 'AY', 'N']",NOUN,2,3
424,wished,RSCH,real,short,complex,1e-05,4,4.0,"['W', 'IH1', 'SH', 'T']","['W', 'IH', 'SH', 'T']",VERB,1,3
425,really,RSCH,real,short,complex,0.000933,4,5.97,"['R', 'IH1', 'L', 'IY0']","['R', 'IH', 'L', 'IY']",ADV,2,2
426,things,RSCH,real,short,complex,0.00055,4,5.74,"['TH', 'IH1', 'NG', 'Z']","['TH', 'IH', 'NG', 'Z']",NOUN,1,3
427,outcome,RSCH,real,short,complex,2.24e-05,5,4.35,"['AW1', 'T', 'K', 'AH2', 'M']","['AW', 'T', 'K', 'AH', 'M']",VERB,2,3
428,marriage,RSCH,real,short,complex,8.13e-05,5,4.91,"['M', 'EH1', 'R', 'IH0', 'JH']","['M', 'EH', 'R', 'IH', 'JH']",NOUN,2,3
429,social,RSCH,real,short,complex,0.000263,5,5.42,"['S', 'OW1', 'SH', 'AH0', 'L']","['S', 'OW', 'SH', 'AH', 'L']",ADJ,2,3
430,passage,RSCH,real,short,complex,1.86e-05,5,4.27,"['P', 'AE1', 'S', 'AH0', 'JH']","['P', 'AE', 'S', 'AH', 'JH']",NOUN,2,3
431,someday,RSCH,real,short,complex,1.12e-05,5,4.05,"['S', 'AH1', 'M', 'D', 'EY2']","['S', 'AH', 'M', 'D', 'EY']",NOUN,2,3
432,known,RSCH,real,short,complex,0.000245,3,5.39,"['N', 'OW1', 'N']","['N', 'OW', 'N']",VERB,1,2
433,getting,RSCH,real,short,complex,0.000372,5,5.57,"['G', 'EH1', 'T', 'IH0', 'NG']","['G', 'EH', 'T', 'IH', 'NG']",VERB,2,3
434,utterly,RSCH,real,short,complex,1.05e-05,5,4.02,"['AH1', 'T', 'ER0', 'L', 'IY0']","['AH', 'T', 'ER', 'L', 'IY']",ADV,3,2
435,birthday,RSCH,real,short,complex,5.75e-05,5,4.76,"['B', 'ER1', 'TH', 'D', 'EY2']","['B', 'ER', 'TH', 'D', 'EY']",NOUN,2,3
436,aging,RSCH,real,short,complex,1.1e-05,4,4.04,"['EY1', 'JH', 'IH0', 'NG']","['EY', 'JH', 'IH', 'NG']",VERB,2,2
437,carrier,RSCH,real,short,complex,1.95e-05,5,4.29,"['K', 'AE1', 'R', 'IY0', 'ER0']","['K', 'AE', 'R', 'IY', 'ER']",NOUN,3,2
438,beating,RSCH,real,short,complex,2.69e-05,5,4.43,"['B', 'IY1', 'T', 'IH0', 'NG']","['B', 'IY', 'T', 'IH', 'NG']",VERB,2,3
439,thrown,RSCH,real,short,complex,2.51e-05,4,4.4,"['TH', 'R', 'OW1', 'N']","['TH', 'R', 'OW', 'N']",VERB,1,3
440,going,RSCH,real,short,complex,0.000871,4,5.94,"['G', 'OW1', 'IH0', 'NG']","['G', 'OW', 'IH', 'NG']",VERB,2,2
441,highly,RSCH,real,short,complex,7.76e-05,4,4.89,"['HH', 'AY1', 'L', 'IY0']","['HH', 'AY', 'L', 'IY']",ADV,2,2
442,surveys,RSCH,real,short,complex,1e-05,5,4.0,"['S', 'ER1', 'V', 'EY2', 'Z']","['S', 'ER', 'V', 'EY', 'Z']",NOUN,2,3
443,diving,RSCH,real,short,complex,1.05e-05,5,4.02,"['D', 'AY1', 'V', 'IH0', 'NG']","['D', 'AY', 'V', 'IH', 'NG']",VERB,2,3
444,realize,RSCH,real,short,complex,6.76e-05,5,4.83,"['R', 'IY1', 'L', 'AY2', 'Z']","['R', 'IY', 'L', 'AY', 'Z']",VERB,2,3
445,nothing,RSCH,real,short,complex,0.000355,5,5.55,"['N', 'AH1', 'TH', 'IH0', 'NG']","['N', 'AH', 'TH', 'IH', 'NG']",PRON,2,3
446,agreed,RSCH,real,short,complex,6.92e-05,5,4.84,"['AH0', 'G', 'R', 'IY1', 'D']","['AH', 'G', 'R', 'IY', 'D']",VERB,2,3
447,indeed,RSCH,real,short,complex,6.17e-05,5,4.79,"['IH0', 'N', 'D', 'IY1', 'D']","['IH', 'N', 'D', 'IY', 'D']",ADV,2,3
448,outdoor,RSCH,real,short,complex,1.7e-05,5,4.23,"['AW1', 'T', 'D', 'AO2', 'R']","['AW', 'T', 'D', 'AO', 'R']",NOUN,2,3
449,whoever,RSCH,real,short,complex,2.63e-05,5,4.42,"['HH', 'UW0', 'EH1', 'V', 'ER0']","['HH', 'UW', 'EH', 'V', 'ER']",PRON,3,2
450,wedding,RSCH,real,short,complex,6.76e-05,5,4.83,"['W', 'EH1', 'D', 'IH0', 'NG']","['W', 'EH', 'D', 'IH', 'NG']",NOUN,2,3
451,turkish,RSCH,real,short,complex,1.91e-05,5,4.28,"['T', 'ER1', 'K', 'IH0', 'SH']","['T', 'ER', 'K', 'IH', 'SH']",ADJ,2,3
452,blows,RSCH,real,short,complex,1.1e-05,4,4.04,"['B', 'L', 'OW1', 'Z']","['B', 'L', 'OW', 'Z']",VERB,1,3
453,halfway,RSCH,real,short,complex,1.15e-05,5,4.06,"['HH', 'AE1', 'F', 'W', 'EY1']","['HH', 'AE', 'F', 'W', 'EY']",ADV,2,3
454,awesome,RSCH,real,short,complex,8.32e-05,4,4.92,"['AA1', 'S', 'AH0', 'M']","['AA', 'S', 'AH', 'M']",ADJ,2,2
455,thermal,RSCH,real,short,complex,1.1e-05,5,4.04,"['TH', 'ER1', 'M', 'AH0', 'L']","['TH', 'ER', 'M', 'AH', 'L']",ADJ,2,3
456,wolves,RSCH,real,short,complex,1.02e-05,5,4.01,"['W', 'UH1', 'L', 'V', 'Z']","['W', 'UH', 'L', 'V', 'Z']",NOUN,1,4
457,rarely,RSCH,real,short,complex,2.63e-05,5,4.42,"['R', 'EH1', 'R', 'L', 'IY0']","['R', 'EH', 'R', 'L', 'IY']",ADV,2,3
458,fourth,RSCH,real,short,complex,6.76e-05,4,4.83,"['F', 'AO1', 'R', 'TH']","['F', 'AO', 'R', 'TH']",ADJ,1,3
459,truly,RSCH,real,short,complex,7.41e-05,5,4.87,"['T', 'R', 'UW1', 'L', 'IY0']","['T', 'R', 'UW', 'L', 'IY']",ADV,2,3
460,overall,RSCH,real,short,complex,7.94e-05,5,4.9,"['OW1', 'V', 'ER0', 'AO2', 'L']","['OW', 'V', 'ER', 'AO', 'L']",ADJ,3,2
461,another,RSCH,real,short,complex,0.00055,5,5.74,"['AH0', 'N', 'AH1', 'DH', 'ER0']","['AH', 'N', 'AH', 'DH', 'ER']",PRON,3,2
462,dealt,RSCH,real,short,complex,1.58e-05,4,4.2,"['D', 'EH1', 'L', 'T']","['D', 'EH', 'L', 'T']",VERB,1,3
463,wooden,RSCH,real,short,complex,2.14e-05,5,4.33,"['W', 'UH1', 'D', 'AH0', 'N']","['W', 'UH', 'D', 'AH', 'N']",ADJ,2,3
464,its,RSCH,real,short,complex,0.00138,3,6.14,"['IH1', 'T', 'S']","['IH', 'T', 'S']",PRON,1,2
465,liar,RSCH,real,short,complex,1.05e-05,3,4.02,"['L', 'AY1', 'ER0']","['L', 'AY', 'ER']",NOUN,2,1
466,insane,RSCH,real,short,complex,2.51e-05,5,4.4,"['IH0', 'N', 'S', 'EY1', 'N']","['IH', 'N', 'S', 'EY', 'N']",ADJ,2,3
467,because,RSCH,real,short,complex,0.00107,5,6.03,"['B', 'IH0', 'K', 'AO1', 'Z']","['B', 'IH', 'K', 'AO', 'Z']",SCONJ,2,3
468,abroad,RSCH,real,short,complex,2.45e-05,5,4.39,"['AH0', 'B', 'R', 'AO1', 'D']","['AH', 'B', 'R', 'AO', 'D']",ADV,2,3
469,nervous,RSCH,real,short,complex,2.63e-05,5,4.42,"['N', 'ER1', 'V', 'AH0', 'S']","['N', 'ER', 'V', 'AH', 'S']",ADJ,2,3
470,whereas,RSCH,real,short,complex,2.57e-05,5,4.41,"['W', 'EH0', 'R', 'AE1', 'Z']","['W', 'EH', 'R', 'AE', 'Z']",SCONJ,2,3
471,eastern,RSCH,real,short,complex,6.03e-05,5,4.78,"['IY1', 'S', 'T', 'ER0', 'N']","['IY', 'S', 'T', 'ER', 'N']",ADJ,2,3
472,outfit,RSCH,real,short,complex,1.66e-05,5,4.22,"['AW1', 'T', 'F', 'IH2', 'T']","['AW', 'T', 'F', 'IH', 'T']",NOUN,2,3
473,behalf,RSCH,real,short,complex,2.63e-05,5,4.42,"['B', 'IH0', 'HH', 'AE1', 'F']","['B', 'IH', 'HH', 'AE', 'F']",NOUN,2,3
474,liquor,RSCH,real,short,complex,1.02e-05,4,4.01,"['L', 'IH1', 'K', 'ER0']","['L', 'IH', 'K', 'ER']",NOUN,2,2
475,begun,RSCH,real,short,complex,2.29e-05,5,4.36,"['B', 'IH0', 'G', 'AH1', 'N']","['B', 'IH', 'G', 'AH', 'N']",VERB,2,3
476,fallen,RSCH,real,short,complex,2.45e-05,5,4.39,"['F', 'AA1', 'L', 'AH0', 'N']","['F', 'AA', 'L', 'AH', 'N']",VERB,2,3
477,within,RSCH,real,short,complex,0.000275,5,5.44,"['W', 'IH0', 'DH', 'IH1', 'N']","['W', 'IH', 'DH', 'IH', 'N']",ADP,2,3
478,fried,RSCH,real,short,complex,1.15e-05,4,4.06,"['F', 'R', 'AY1', 'D']","['F', 'R', 'AY', 'D']",VERB,1,3
479,stole,RSCH,real,short,complex,1.62e-05,4,4.21,"['S', 'T', 'OW1', 'L']","['S', 'T', 'OW', 'L']",VERB,1,3
480,offense,RSCH,real,short,complex,1.82e-05,5,4.26,"['AH0', 'F', 'EH1', 'N', 'S']","['AH', 'F', 'EH', 'N', 'S']",NOUN,2,3
481,renewed,RSCH,real,short,complex,1.1e-05,5,4.04,"['R', 'IH0', 'N', 'UW1', 'D']","['R', 'IH', 'N', 'UW', 'D']",VERB,2,3
482,safely,RSCH,real,short,complex,1.66e-05,5,4.22,"['S', 'EY1', 'F', 'L', 'IY0']","['S', 'EY', 'F', 'L', 'IY']",ADV,2,3
483,lottery,RSCH,real,short,complex,1e-05,5,4.0,"['L', 'AA1', 'T', 'ER0', 'IY0']","['L', 'AA', 'T', 'ER', 'IY']",NOUN,3,2
484,fishing,RSCH,real,short,complex,2.95e-05,5,4.47,"['F', 'IH1', 'SH', 'IH0', 'NG']","['F', 'IH', 'SH', 'IH', 'NG']",NOUN,2,3
485,happier,RSCH,real,short,complex,1.15e-05,5,4.06,"['HH', 'AE1', 'P', 'IY0', 'ER0']","['HH', 'AE', 'P', 'IY', 'ER']",ADJ,3,2
486,forgive,RSCH,real,short,complex,1.78e-05,5,4.25,"['F', 'ER0', 'G', 'IH1', 'V']","['F', 'ER', 'G', 'IH', 'V']",VERB,2,3
487,surface,RSCH,real,short,complex,6.76e-05,5,4.83,"['S', 'ER1', 'F', 'AH0', 'S']","['S', 'ER', 'F', 'AH', 'S']",NOUN,2,3
488,keeper,RSCH,real,short,complex,1.05e-05,4,4.02,"['K', 'IY1', 'P', 'ER0']","['K', 'IY', 'P', 'ER']",NOUN,2,2
489,announce,RSCH,real,short,complex,1.82e-05,5,4.26,"['AH0', 'N', 'AW1', 'N', 'S']","['AH', 'N', 'AW', 'N', 'S']",VERB,2,3
490,being,RSCH,real,short,complex,0.000891,4,5.95,"['B', 'IY1', 'IH0', 'NG']","['B', 'IY', 'IH', 'NG']",AUX,2,2
491,become,RSCH,real,short,complex,0.000251,5,5.4,"['B', 'IH0', 'K', 'AH1', 'M']","['B', 'IH', 'K', 'AH', 'M']",VERB,2,3
492,always,RSCH,real,short,complex,0.000575,5,5.76,"['AO1', 'L', 'W', 'EY2', 'Z']","['AO', 'L', 'W', 'EY', 'Z']",ADV,2,3
493,screwed,RSCH,real,short,complex,1e-05,5,4.0,"['S', 'K', 'R', 'UW1', 'D']","['S', 'K', 'R', 'UW', 'D']",VERB,1,4
494,affairs,RSCH,real,short,complex,4.68e-05,5,4.67,"['AH0', 'F', 'EH1', 'R', 'Z']","['AH', 'F', 'EH', 'R', 'Z']",NOUN,2,3
495,railway,RSCH,real,short,complex,2.88e-05,5,4.46,"['R', 'EY1', 'L', 'W', 'EY2']","['R', 'EY', 'L', 'W', 'EY']",NOUN,2,3
496,later,RSCH,real,short,complex,0.000309,4,5.49,"['L', 'EY1', 'T', 'ER0']","['L', 'EY', 'T', 'ER']",ADV,2,2
497,sexy,RSCH,real,short,complex,2.63e-05,5,4.42,"['S', 'EH1', 'K', 'S', 'IY0']","['S', 'EH', 'K', 'S', 'IY']",ADJ,2,3
498,teacher,RSCH,real,short,complex,7.59e-05,4,4.88,"['T', 'IY1', 'CH', 'ER0']","['T', 'IY', 'CH', 'ER']",NOUN,2,2
499,turning,RSCH,real,short,complex,5.13e-05,5,4.71,"['T', 'ER1', 'N', 'IH0', 'NG']","['T', 'ER', 'N', 'IH', 'NG']",VERB,2,3
500,encode,RSCL,real,short,complex,8.91e-07,5,2.95,"['EH0', 'N', 'K', 'OW1', 'D']","['EH', 'N', 'K', 'OW', 'D']",VERB,2,3
501,bathe,RSCL,real,short,complex,1.66e-06,3,3.22,"['B', 'EY1', 'DH']","['B', 'EY', 'DH']",VERB,1,2
502,foggy,RSCL,real,short,complex,1.55e-06,4,3.19,"['F', 'AA1', 'G', 'IY0']","['F', 'AA', 'G', 'IY']",ADJ,2,2
503,footing,RSCL,real,short,complex,3.16e-06,5,3.5,"['F', 'UH1', 'T', 'IH0', 'NG']","['F', 'UH', 'T', 'IH', 'NG']",VERB,2,3
504,lows,RSCL,real,short,complex,2.82e-06,3,3.45,"['L', 'OW1', 'Z']","['L', 'OW', 'Z']",NOUN,1,2
505,eyebrow,RSCL,real,short,complex,2.34e-06,4,3.37,"['AY1', 'B', 'R', 'AW2']","['AY', 'B', 'R', 'AW']",NOUN,2,2
506,smelled,RSCL,real,short,complex,3.16e-06,5,3.5,"['S', 'M', 'EH1', 'L', 'D']","['S', 'M', 'EH', 'L', 'D']",VERB,1,4
507,beehive,RSCL,real,short,complex,7.76e-07,5,2.89,"['B', 'IY1', 'HH', 'AY2', 'V']","['B', 'IY', 'HH', 'AY', 'V']",NOUN,2,3
508,earner,RSCL,real,short,complex,8.71e-07,3,2.94,"['ER1', 'N', 'ER0']","['ER', 'N', 'ER']",NOUN,2,1
509,tableau,RSCL,real,short,complex,8.32e-07,5,2.92,"['T', 'AH0', 'B', 'L', 'OW1']","['T', 'AH', 'B', 'L', 'OW']",NOUN,2,3
510,tenths,RSCL,real,short,complex,9.33e-07,5,2.97,"['T', 'EH1', 'N', 'TH', 'S']","['T', 'EH', 'N', 'TH', 'S']",NOUN,1,4
511,perverse,RSCL,real,short,complex,1.55e-06,5,3.19,"['P', 'ER0', 'V', 'ER1', 'S']","['P', 'ER', 'V', 'ER', 'S']",ADJ,2,3
512,adjourned,RSCL,real,short,complex,2.19e-06,5,3.34,"['AH0', 'JH', 'ER1', 'N', 'D']","['AH', 'JH', 'ER', 'N', 'D']",VERB,2,3
513,chewy,RSCL,real,short,complex,8.71e-07,3,2.94,"['CH', 'UW1', 'IY0']","['CH', 'UW', 'IY']",ADJ,2,1
514,mating,RSCL,real,short,complex,3.16e-06,5,3.5,"['M', 'EY1', 'T', 'IH0', 'NG']","['M', 'EY', 'T', 'IH', 'NG']",VERB,2,3
515,deepen,RSCL,real,short,complex,1.55e-06,5,3.19,"['D', 'IY1', 'P', 'AH0', 'N']","['D', 'IY', 'P', 'AH', 'N']",VERB,2,3
516,ablaze,RSCL,real,short,complex,8.51e-07,5,2.93,"['AH0', 'B', 'L', 'EY1', 'Z']","['AH', 'B', 'L', 'EY', 'Z']",ADJ,2,3
517,onerous,RSCL,real,short,complex,8.32e-07,5,2.92,"['OW1', 'N', 'ER0', 'AH0', 'S']","['OW', 'N', 'ER', 'AH', 'S']",ADJ,3,2
518,assessor,RSCL,real,short,complex,7.59e-07,5,2.88,"['AH0', 'S', 'EH1', 'S', 'ER0']","['AH', 'S', 'EH', 'S', 'ER']",NOUN,3,2
519,iced,RSCL,real,short,complex,2.88e-06,3,3.46,"['AY1', 'S', 'T']","['AY', 'S', 'T']",VERB,1,2
520,geese,RSCL,real,short,complex,2.24e-06,3,3.35,"['G', 'IY1', 'S']","['G', 'IY', 'S']",VERB,1,2
521,doughnut,RSCL,real,short,complex,1.48e-06,5,3.17,"['D', 'OW1', 'N', 'AH2', 'T']","['D', 'OW', 'N', 'AH', 'T']",VERB,2,3
522,haitian,RSCL,real,short,complex,2.24e-06,5,3.35,"['HH', 'EY1', 'SH', 'AH0', 'N']","['HH', 'EY', 'SH', 'AH', 'N']",ADJ,2,3
523,herbal,RSCL,real,short,complex,2.29e-06,4,3.36,"['ER1', 'B', 'AH0', 'L']","['ER', 'B', 'AH', 'L']",ADJ,2,2
