,Phonemes,No_Stress,Sonority,Type,Length
15515,"['AA0', 'W', 'ZH']","['AA', 'W', 'ZH']",4,VCC,3
15516,"['W', 'ZH', 'AY0']","['W', 'ZH', 'AY']",-4,CCV,3
15517,"['AY0', 'W', 'ZH']","['AY', 'W', 'ZH']",4,VCC,3
15518,"['W', 'ZH', 'ER0']","['W', 'ZH', 'ER']",-4,CCV,3
15519,"['ER0', 'W', 'ZH']","['ER', 'W', 'ZH']",4,VCC,3
15520,"['W', 'ZH', 'AO0']","['W', 'ZH', 'AO']",-4,CCV,3
15521,"['AO0', 'W', 'ZH']","['AO', 'W', 'ZH']",4,VCC,3
15522,"['W', 'ZH', 'UW0']","['W', 'ZH', 'UW']",-4,CCV,3
15523,"['UW0', 'W', 'ZH']","['UW', 'W', 'ZH']",4,VCC,3
15524,"['W', 'ZH', 'IH0']","['W', 'ZH', 'IH']",-4,CCV,3
15525,"['IH0', 'W', 'ZH']","['IH', 'W', 'ZH']",4,VCC,3
15526,"['W', 'ZH', 'EH0']","['W', 'ZH', 'EH']",-4,CCV,3
15527,"['EH0', 'W', 'ZH']","['EH', 'W', 'ZH']",4,VCC,3
15528,"['W', 'ZH', 'UH0']","['W', 'ZH', 'UH']",-4,CCV,3
15529,"['UH0', 'W', 'ZH']","['UH', 'W', 'ZH']",4,VCC,3
15530,"['W', 'ZH', 'IY0']","['W', 'ZH', 'IY']",-4,CCV,3
15531,"['IY0', 'W', 'ZH']","['IY', 'W', 'ZH']",4,VCC,3
15532,"['W', 'ZH', 'EY0']","['W', 'ZH', 'EY']",-4,CCV,3
15533,"['EY0', 'W', 'ZH']","['EY', 'W', 'ZH']",4,VCC,3
15534,"['W', 'ZH', 'OW0']","['W', 'ZH', 'OW']",-4,CCV,3
15535,"['OW0', 'W', 'ZH']","['OW', 'W', 'ZH']",4,VCC,3
15536,"['W', 'ZH', 'AE0']","['W', 'ZH', 'AE']",-4,CCV,3
15537,"['AE0', 'W', 'ZH']","['AE', 'W', 'ZH']",4,VCC,3
15538,"['W', 'ZH', 'AW0']","['W', 'ZH', 'AW']",-4,CCV,3
15539,"['AW0', 'W', 'ZH']","['AW', 'W', 'ZH']",4,VCC,3
15540,"['W', 'V', 'AH0']","['W', 'V', 'AH']",-4,CCV,3
15541,"['AH0', 'W', 'V']","['AH', 'W', 'V']",4,VCC,3
15542,"['W', 'V', 'OY0']","['W', 'V', 'OY']",-4,CCV,3
15543,"['OY0', 'W', 'V']","['OY', 'W', 'V']",4,VCC,3
15544,"['W', 'V', 'AA0']","['W', 'V', 'AA']",-4,CCV,3
15545,"['AA0', 'W', 'V']","['AA', 'W', 'V']",4,VCC,3
15546,"['W', 'V', 'AY0']","['W', 'V', 'AY']",-4,CCV,3
15547,"['AY0', 'W', 'V']","['AY', 'W', 'V']",4,VCC,3
15548,"['W', 'V', 'ER0']","['W', 'V', 'ER']",-4,CCV,3
15549,"['ER0', 'W', 'V']","['ER', 'W', 'V']",4,VCC,3
15550,"['W', 'V', 'AO0']","['W', 'V', 'AO']",-4,CCV,3
15551,"['AO0', 'W', 'V']","['AO', 'W', 'V']",4,VCC,3
15552,"['W', 'V', 'UW0']","['W', 'V', 'UW']",-4,CCV,3
15553,"['UW0', 'W', 'V']","['UW', 'W', 'V']",4,VCC,3
15554,"['W', 'V', 'IH0']","['W', 'V', 'IH']",-4,CCV,3
15555,"['IH0', 'W', 'V']","['IH', 'W', 'V']",4,VCC,3
15556,"['W', 'V', 'EH0']","['W', 'V', 'EH']",-4,CCV,3
15557,"['EH0', 'W', 'V']","['EH', 'W', 'V']",4,VCC,3
15558,"['W', 'V', 'UH0']","['W', 'V', 'UH']",-4,CCV,3
15559,"['UH0', 'W', 'V']","['UH', 'W', 'V']",4,VCC,3
15560,"['W', 'V', 'IY0']","['W', 'V', 'IY']",-4,CCV,3
15561,"['IY0', 'W', 'V']","['IY', 'W', 'V']",4,VCC,3
15562,"['W', 'V', 'EY0']","['W', 'V', 'EY']",-4,CCV,3
15563,"['EY0', 'W', 'V']","['EY', 'W', 'V']",4,VCC,3
15564,"['W', 'V', 'OW0']","['W', 'V', 'OW']",-4,CCV,3
15565,"['OW0', 'W', 'V']","['OW', 'W', 'V']",4,VCC,3
15566,"['W', 'V', 'AE0']","['W', 'V', 'AE']",-4,CCV,3
15567,"['AE0', 'W', 'V']","['AE', 'W', 'V']",4,VCC,3
15568,"['W', 'V', 'AW0']","['W', 'V', 'AW']",-4,CCV,3
15569,"['AW0', 'W', 'V']","['AW', 'W', 'V']",4,VCC,3
15570,"['W', 'DH', 'AH0']","['W', 'DH', 'AH']",-4,CCV,3
15571,"['AH0', 'W', 'DH']","['AH', 'W', 'DH']",4,VCC,3
15572,"['W', 'DH', 'OY0']","['W', 'DH', 'OY']",-4,CCV,3
15573,"['OY0', 'W', 'DH']","['OY', 'W', 'DH']",4,VCC,3
15574,"['W', 'DH', 'AA0']","['W', 'DH', 'AA']",-4,CCV,3
15575,"['AA0', 'W', 'DH']","['AA', 'W', 'DH']",4,VCC,3
15576,"['W', 'DH', 'AY0']","['W', 'DH', 'AY']",-4,CCV,3
15577,"['AY0', 'W', 'DH']","['AY', 'W', 'DH']",4,VCC,3
15578,"['W', 'DH', 'ER0']","['W', 'DH', 'ER']",-4,CCV,3
15579,"['ER0', 'W', 'DH']","['ER', 'W', 'DH']",4,VCC,3
15580,"['W', 'DH', 'AO0']","['W', 'DH', 'AO']",-4,CCV,3
15581,"['AO0', 'W', 'DH']","['AO', 'W', 'DH']",4,VCC,3
15582,"['W', 'DH', 'UW0']","['W', 'DH', 'UW']",-4,CCV,3
15583,"['UW0', 'W', 'DH']","['UW', 'W', 'DH']",4,VCC,3
15584,"['W', 'DH', 'IH0']","['W', 'DH', 'IH']",-4,CCV,3
15585,"['IH0', 'W', 'DH']","['IH', 'W', 'DH']",4,VCC,3
15586,"['W', 'DH', 'EH0']","['W', 'DH', 'EH']",-4,CCV,3
15587,"['EH0', 'W', 'DH']","['EH', 'W', 'DH']",4,VCC,3
15588,"['W', 'DH', 'UH0']","['W', 'DH', 'UH']",-4,CCV,3
15589,"['UH0', 'W', 'DH']","['UH', 'W', 'DH']",4,VCC,3
15590,"['W', 'DH', 'IY0']","['W', 'DH', 'IY']",-4,CCV,3
15591,"['IY0', 'W', 'DH']","['IY', 'W', 'DH']",4,VCC,3
15592,"['W', 'DH', 'EY0']","['W', 'DH', 'EY']",-4,CCV,3
15593,"['EY0', 'W', 'DH']","['EY', 'W', 'DH']",4,VCC,3
15594,"['W', 'DH', 'OW0']","['W', 'DH', 'OW']",-4,CCV,3
15595,"['OW0', 'W', 'DH']","['OW', 'W', 'DH']",4,VCC,3
15596,"['W', 'DH', 'AE0']","['W', 'DH', 'AE']",-4,CCV,3
15597,"['AE0', 'W', 'DH']","['AE', 'W', 'DH']",4,VCC,3
15598,"['W', 'DH', 'AW0']","['W', 'DH', 'AW']",-4,CCV,3
15599,"['AW0', 'W', 'DH']","['AW', 'W', 'DH']",4,VCC,3
15600,"['W', 'HH', 'AH0']","['W', 'HH', 'AH']",-4,CCV,3
15601,"['AH0', 'W', 'HH']","['AH', 'W', 'HH']",4,VCC,3
15602,"['W', 'HH', 'OY0']","['W', 'HH', 'OY']",-4,CCV,3
15603,"['OY0', 'W', 'HH']","['OY', 'W', 'HH']",4,VCC,3
15604,"['W', 'HH', 'AA0']","['W', 'HH', 'AA']",-4,CCV,3
15605,"['AA0', 'W', 'HH']","['AA', 'W', 'HH']",4,VCC,3
15606,"['W', 'HH', 'AY0']","['W', 'HH', 'AY']",-4,CCV,3
15607,"['AY0', 'W', 'HH']","['AY', 'W', 'HH']",4,VCC,3
15608,"['W', 'HH', 'ER0']","['W', 'HH', 'ER']",-4,CCV,3
15609,"['ER0', 'W', 'HH']","['ER', 'W', 'HH']",4,VCC,3
15610,"['W', 'HH', 'AO0']","['W', 'HH', 'AO']",-4,CCV,3
15611,"['AO0', 'W', 'HH']","['AO', 'W', 'HH']",4,VCC,3
15612,"['W', 'HH', 'UW0']","['W', 'HH', 'UW']",-4,CCV,3
15613,"['UW0', 'W', 'HH']","['UW', 'W', 'HH']",4,VCC,3
15614,"['W', 'HH', 'IH0']","['W', 'HH', 'IH']",-4,CCV,3
15615,"['IH0', 'W', 'HH']","['IH', 'W', 'HH']",4,VCC,3
15616,"['W', 'HH', 'EH0']","['W', 'HH', 'EH']",-4,CCV,3
15617,"['EH0', 'W', 'HH']","['EH', 'W', 'HH']",4,VCC,3
15618,"['W', 'HH', 'UH0']","['W', 'HH', 'UH']",-4,CCV,3
15619,"['UH0', 'W', 'HH']","['UH', 'W', 'HH']",4,VCC,3
15620,"['W', 'HH', 'IY0']","['W', 'HH', 'IY']",-4,CCV,3
15621,"['IY0', 'W', 'HH']","['IY', 'W', 'HH']",4,VCC,3
15622,"['W', 'HH', 'EY0']","['W', 'HH', 'EY']",-4,CCV,3
15623,"['EY0', 'W', 'HH']","['EY', 'W', 'HH']",4,VCC,3
15624,"['W', 'HH', 'OW0']","['W', 'HH', 'OW']",-4,CCV,3
15625,"['OW0', 'W', 'HH']","['OW', 'W', 'HH']",4,VCC,3
15626,"['W', 'HH', 'AE0']","['W', 'HH', 'AE']",-4,CCV,3
15627,"['AE0', 'W', 'HH']","['AE', 'W', 'HH']",4,VCC,3
15628,"['W', 'HH', 'AW0']","['W', 'HH', 'AW']",-4,CCV,3
15629,"['AW0', 'W', 'HH']","['AW', 'W', 'HH']",4,VCC,3
15630,"['W', 'CH', 'AH0']","['W', 'CH', 'AH']",-3,CCV,3
15631,"['AH0', 'W', 'CH']","['AH', 'W', 'CH']",3,VCC,3
15632,"['W', 'CH', 'OY0']","['W', 'CH', 'OY']",-3,CCV,3
15633,"['OY0', 'W', 'CH']","['OY', 'W', 'CH']",3,VCC,3
15634,"['W', 'CH', 'AA0']","['W', 'CH', 'AA']",-3,CCV,3
15635,"['AA0', 'W', 'CH']","['AA', 'W', 'CH']",3,VCC,3
15636,"['W', 'CH', 'AY0']","['W', 'CH', 'AY']",-3,CCV,3
15637,"['AY0', 'W', 'CH']","['AY', 'W', 'CH']",3,VCC,3
15638,"['W', 'CH', 'ER0']","['W', 'CH', 'ER']",-3,CCV,3
15639,"['ER0', 'W', 'CH']","['ER', 'W', 'CH']",3,VCC,3
15640,"['W', 'CH', 'AO0']","['W', 'CH', 'AO']",-3,CCV,3
15641,"['AO0', 'W', 'CH']","['AO', 'W', 'CH']",3,VCC,3
15642,"['W', 'CH', 'UW0']","['W', 'CH', 'UW']",-3,CCV,3
15643,"['UW0', 'W', 'CH']","['UW', 'W', 'CH']",3,VCC,3
15644,"['W', 'CH', 'IH0']","['W', 'CH', 'IH']",-3,CCV,3
15645,"['IH0', 'W', 'CH']","['IH', 'W', 'CH']",3,VCC,3
15646,"['W', 'CH', 'EH0']","['W', 'CH', 'EH']",-3,CCV,3
15647,"['EH0', 'W', 'CH']","['EH', 'W', 'CH']",3,VCC,3
15648,"['W', 'CH', 'UH0']","['W', 'CH', 'UH']",-3,CCV,3
15649,"['UH0', 'W', 'CH']","['UH', 'W', 'CH']",3,VCC,3
15650,"['W', 'CH', 'IY0']","['W', 'CH', 'IY']",-3,CCV,3
15651,"['IY0', 'W', 'CH']","['IY', 'W', 'CH']",3,VCC,3
15652,"['W', 'CH', 'EY0']","['W', 'CH', 'EY']",-3,CCV,3
15653,"['EY0', 'W', 'CH']","['EY', 'W', 'CH']",3,VCC,3
15654,"['W', 'CH', 'OW0']","['W', 'CH', 'OW']",-3,CCV,3
15655,"['OW0', 'W', 'CH']","['OW', 'W', 'CH']",3,VCC,3
15656,"['W', 'CH', 'AE0']","['W', 'CH', 'AE']",-3,CCV,3
15657,"['AE0', 'W', 'CH']","['AE', 'W', 'CH']",3,VCC,3
15658,"['W', 'CH', 'AW0']","['W', 'CH', 'AW']",-3,CCV,3
15659,"['AW0', 'W', 'CH']","['AW', 'W', 'CH']",3,VCC,3
15660,"['W', 'JH', 'AH0']","['W', 'JH', 'AH']",-3,CCV,3
15661,"['AH0', 'W', 'JH']","['AH', 'W', 'JH']",3,VCC,3
15662,"['W', 'JH', 'OY0']","['W', 'JH', 'OY']",-3,CCV,3
15663,"['OY0', 'W', 'JH']","['OY', 'W', 'JH']",3,VCC,3
15664,"['W', 'JH', 'AA0']","['W', 'JH', 'AA']",-3,CCV,3
15665,"['AA0', 'W', 'JH']","['AA', 'W', 'JH']",3,VCC,3
15666,"['W', 'JH', 'AY0']","['W', 'JH', 'AY']",-3,CCV,3
15667,"['AY0', 'W', 'JH']","['AY', 'W', 'JH']",3,VCC,3
15668,"['W', 'JH', 'ER0']","['W', 'JH', 'ER']",-3,CCV,3
15669,"['ER0', 'W', 'JH']","['ER', 'W', 'JH']",3,VCC,3
15670,"['W', 'JH', 'AO0']","['W', 'JH', 'AO']",-3,CCV,3
15671,"['AO0', 'W', 'JH']","['AO', 'W', 'JH']",3,VCC,3
15672,"['W', 'JH', 'UW0']","['W', 'JH', 'UW']",-3,CCV,3
15673,"['UW0', 'W', 'JH']","['UW', 'W', 'JH']",3,VCC,3
15674,"['W', 'JH', 'IH0']","['W', 'JH', 'IH']",-3,CCV,3
15675,"['IH0', 'W', 'JH']","['IH', 'W', 'JH']",3,VCC,3
15676,"['W', 'JH', 'EH0']","['W', 'JH', 'EH']",-3,CCV,3
15677,"['EH0', 'W', 'JH']","['EH', 'W', 'JH']",3,VCC,3
15678,"['W', 'JH', 'UH0']","['W', 'JH', 'UH']",-3,CCV,3
15679,"['UH0', 'W', 'JH']","['UH', 'W', 'JH']",3,VCC,3
15680,"['W', 'JH', 'IY0']","['W', 'JH', 'IY']",-3,CCV,3
15681,"['IY0', 'W', 'JH']","['IY', 'W', 'JH']",3,VCC,3
15682,"['W', 'JH', 'EY0']","['W', 'JH', 'EY']",-3,CCV,3
15683,"['EY0', 'W', 'JH']","['EY', 'W', 'JH']",3,VCC,3
15684,"['W', 'JH', 'OW0']","['W', 'JH', 'OW']",-3,CCV,3
15685,"['OW0', 'W', 'JH']","['OW', 'W', 'JH']",3,VCC,3
15686,"['W', 'JH', 'AE0']","['W', 'JH', 'AE']",-3,CCV,3
15687,"['AE0', 'W', 'JH']","['AE', 'W', 'JH']",3,VCC,3
15688,"['W', 'JH', 'AW0']","['W', 'JH', 'AW']",-3,CCV,3
15689,"['AW0', 'W', 'JH']","['AW', 'W', 'JH']",3,VCC,3
15690,"['W', 'M', 'AH0']","['W', 'M', 'AH']",-2,CCV,3
15691,"['AH0', 'W', 'M']","['AH', 'W', 'M']",2,VCC,3
15692,"['W', 'M', 'OY0']","['W', 'M', 'OY']",-2,CCV,3
15693,"['OY0', 'W', 'M']","['OY', 'W', 'M']",2,VCC,3
15694,"['W', 'M', 'AA0']","['W', 'M', 'AA']",-2,CCV,3
15695,"['AA0', 'W', 'M']","['AA', 'W', 'M']",2,VCC,3
15696,"['W', 'M', 'AY0']","['W', 'M', 'AY']",-2,CCV,3
15697,"['AY0', 'W', 'M']","['AY', 'W', 'M']",2,VCC,3
15698,"['W', 'M', 'ER0']","['W', 'M', 'ER']",-2,CCV,3
15699,"['ER0', 'W', 'M']","['ER', 'W', 'M']",2,VCC,3
15700,"['W', 'M', 'AO0']","['W', 'M', 'AO']",-2,CCV,3
15701,"['AO0', 'W', 'M']","['AO', 'W', 'M']",2,VCC,3
15702,"['W', 'M', 'UW0']","['W', 'M', 'UW']",-2,CCV,3
15703,"['UW0', 'W', 'M']","['UW', 'W', 'M']",2,VCC,3
15704,"['W', 'M', 'IH0']","['W', 'M', 'IH']",-2,CCV,3
15705,"['IH0', 'W', 'M']","['IH', 'W', 'M']",2,VCC,3
15706,"['W', 'M', 'EH0']","['W', 'M', 'EH']",-2,CCV,3
15707,"['EH0', 'W', 'M']","['EH', 'W', 'M']",2,VCC,3
15708,"['W', 'M', 'UH0']","['W', 'M', 'UH']",-2,CCV,3
15709,"['UH0', 'W', 'M']","['UH', 'W', 'M']",2,VCC,3
15710,"['W', 'M', 'IY0']","['W', 'M', 'IY']",-2,CCV,3
15711,"['IY0', 'W', 'M']","['IY', 'W', 'M']",2,VCC,3
15712,"['W', 'M', 'EY0']","['W', 'M', 'EY']",-2,CCV,3
15713,"['EY0', 'W', 'M']","['EY', 'W', 'M']",2,VCC,3
15714,"['W', 'M', 'OW0']","['W', 'M', 'OW']",-2,CCV,3
15715,"['OW0', 'W', 'M']","['OW', 'W', 'M']",2,VCC,3
15716,"['W', 'M', 'AE0']","['W', 'M', 'AE']",-2,CCV,3
15717,"['AE0', 'W', 'M']","['AE', 'W', 'M']",2,VCC,3
15718,"['W', 'M', 'AW0']","['W', 'M', 'AW']",-2,CCV,3
15719,"['AW0', 'W', 'M']","['AW', 'W', 'M']",2,VCC,3
15720,"['W', 'N', 'AH0']","['W', 'N', 'AH']",-2,CCV,3
15721,"['AH0', 'W', 'N']","['AH', 'W', 'N']",2,VCC,3
15722,"['W', 'N', 'OY0']","['W', 'N', 'OY']",-2,CCV,3
15723,"['OY0', 'W', 'N']","['OY', 'W', 'N']",2,VCC,3
15724,"['W', 'N', 'AA0']","['W', 'N', 'AA']",-2,CCV,3
15725,"['AA0', 'W', 'N']","['AA', 'W', 'N']",2,VCC,3
15726,"['W', 'N', 'AY0']","['W', 'N', 'AY']",-2,CCV,3
15727,"['AY0', 'W', 'N']","['AY', 'W', 'N']",2,VCC,3
15728,"['W', 'N', 'ER0']","['W', 'N', 'ER']",-2,CCV,3
15729,"['ER0', 'W', 'N']","['ER', 'W', 'N']",2,VCC,3
15730,"['W', 'N', 'AO0']","['W', 'N', 'AO']",-2,CCV,3
15731,"['AO0', 'W', 'N']","['AO', 'W', 'N']",2,VCC,3
15732,"['W', 'N', 'UW0']","['W', 'N', 'UW']",-2,CCV,3
15733,"['UW0', 'W', 'N']","['UW', 'W', 'N']",2,VCC,3
15734,"['W', 'N', 'IH0']","['W', 'N', 'IH']",-2,CCV,3
15735,"['IH0', 'W', 'N']","['IH', 'W', 'N']",2,VCC,3
15736,"['W', 'N', 'EH0']","['W', 'N', 'EH']",-2,CCV,3
15737,"['EH0', 'W', 'N']","['EH', 'W', 'N']",2,VCC,3
15738,"['W', 'N', 'UH0']","['W', 'N', 'UH']",-2,CCV,3
15739,"['UH0', 'W', 'N']","['UH', 'W', 'N']",2,VCC,3
15740,"['W', 'N', 'IY0']","['W', 'N', 'IY']",-2,CCV,3
15741,"['IY0', 'W', 'N']","['IY', 'W', 'N']",2,VCC,3
15742,"['W', 'N', 'EY0']","['W', 'N', 'EY']",-2,CCV,3
15743,"['EY0', 'W', 'N']","['EY', 'W', 'N']",2,VCC,3
15744,"['W', 'N', 'OW0']","['W', 'N', 'OW']",-2,CCV,3
15745,"['OW0', 'W', 'N']","['OW', 'W', 'N']",2,VCC,3
15746,"['W', 'N', 'AE0']","['W', 'N', 'AE']",-2,CCV,3
15747,"['AE0', 'W', 'N']","['AE', 'W', 'N']",2,VCC,3
15748,"['W', 'N', 'AW0']","['W', 'N', 'AW']",-2,CCV,3
15749,"['AW0', 'W', 'N']","['AW', 'W', 'N']",2,VCC,3
15750,"['W', 'NG', 'AH0']","['W', 'NG', 'AH']",-2,CCV,3
15751,"['AH0', 'W', 'NG']","['AH', 'W', 'NG']",2,VCC,3
15752,"['W', 'NG', 'OY0']","['W', 'NG', 'OY']",-2,CCV,3
15753,"['OY0', 'W', 'NG']","['OY', 'W', 'NG']",2,VCC,3
15754,"['W', 'NG', 'AA0']","['W', 'NG', 'AA']",-2,CCV,3
15755,"['AA0', 'W', 'NG']","['AA', 'W', 'NG']",2,VCC,3
15756,"['W', 'NG', 'AY0']","['W', 'NG', 'AY']",-2,CCV,3
15757,"['AY0', 'W', 'NG']","['AY', 'W', 'NG']",2,VCC,3
15758,"['W', 'NG', 'ER0']","['W', 'NG', 'ER']",-2,CCV,3
15759,"['ER0', 'W', 'NG']","['ER', 'W', 'NG']",2,VCC,3
15760,"['W', 'NG', 'AO0']","['W', 'NG', 'AO']",-2,CCV,3
15761,"['AO0', 'W', 'NG']","['AO', 'W', 'NG']",2,VCC,3
15762,"['W', 'NG', 'UW0']","['W', 'NG', 'UW']",-2,CCV,3
15763,"['UW0', 'W', 'NG']","['UW', 'W', 'NG']",2,VCC,3
15764,"['W', 'NG', 'IH0']","['W', 'NG', 'IH']",-2,CCV,3
15765,"['IH0', 'W', 'NG']","['IH', 'W', 'NG']",2,VCC,3
15766,"['W', 'NG', 'EH0']","['W', 'NG', 'EH']",-2,CCV,3
15767,"['EH0', 'W', 'NG']","['EH', 'W', 'NG']",2,VCC,3
15768,"['W', 'NG', 'UH0']","['W', 'NG', 'UH']",-2,CCV,3
15769,"['UH0', 'W', 'NG']","['UH', 'W', 'NG']",2,VCC,3
15770,"['W', 'NG', 'IY0']","['W', 'NG', 'IY']",-2,CCV,3
15771,"['IY0', 'W', 'NG']","['IY', 'W', 'NG']",2,VCC,3
15772,"['W', 'NG', 'EY0']","['W', 'NG', 'EY']",-2,CCV,3
15773,"['EY0', 'W', 'NG']","['EY', 'W', 'NG']",2,VCC,3
15774,"['W', 'NG', 'OW0']","['W', 'NG', 'OW']",-2,CCV,3
15775,"['OW0', 'W', 'NG']","['OW', 'W', 'NG']",2,VCC,3
15776,"['W', 'NG', 'AE0']","['W', 'NG', 'AE']",-2,CCV,3
15777,"['AE0', 'W', 'NG']","['AE', 'W', 'NG']",2,VCC,3
15778,"['W', 'NG', 'AW0']","['W', 'NG', 'AW']",-2,CCV,3
15779,"['AW0', 'W', 'NG']","['AW', 'W', 'NG']",2,VCC,3
15780,"['W', 'L', 'AH0']","['W', 'L', 'AH']",-1,CCV,3
15781,"['AH0', 'W', 'L']","['AH', 'W', 'L']",1,VCC,3
15782,"['W', 'L', 'OY0']","['W', 'L', 'OY']",-1,CCV,3
15783,"['OY0', 'W', 'L']","['OY', 'W', 'L']",1,VCC,3
15784,"['W', 'L', 'AA0']","['W', 'L', 'AA']",-1,CCV,3
15785,"['AA0', 'W', 'L']","['AA', 'W', 'L']",1,VCC,3
15786,"['W', 'L', 'AY0']","['W', 'L', 'AY']",-1,CCV,3
15787,"['AY0', 'W', 'L']","['AY', 'W', 'L']",1,VCC,3
15788,"['W', 'L', 'ER0']","['W', 'L', 'ER']",-1,CCV,3
15789,"['ER0', 'W', 'L']","['ER', 'W', 'L']",1,VCC,3
15790,"['W', 'L', 'AO0']","['W', 'L', 'AO']",-1,CCV,3
15791,"['AO0', 'W', 'L']","['AO', 'W', 'L']",1,VCC,3
15792,"['W', 'L', 'UW0']","['W', 'L', 'UW']",-1,CCV,3
15793,"['UW0', 'W', 'L']","['UW', 'W', 'L']",1,VCC,3
15794,"['W', 'L', 'IH0']","['W', 'L', 'IH']",-1,CCV,3
15795,"['IH0', 'W', 'L']","['IH', 'W', 'L']",1,VCC,3
15796,"['W', 'L', 'EH0']","['W', 'L', 'EH']",-1,CCV,3
15797,"['EH0', 'W', 'L']","['EH', 'W', 'L']",1,VCC,3
15798,"['W', 'L', 'UH0']","['W', 'L', 'UH']",-1,CCV,3
15799,"['UH0', 'W', 'L']","['UH', 'W', 'L']",1,VCC,3
15800,"['W', 'L', 'IY0']","['W', 'L', 'IY']",-1,CCV,3
15801,"['IY0', 'W', 'L']","['IY', 'W', 'L']",1,VCC,3
15802,"['W', 'L', 'EY0']","['W', 'L', 'EY']",-1,CCV,3
15803,"['EY0', 'W', 'L']","['EY', 'W', 'L']",1,VCC,3
15804,"['W', 'L', 'OW0']","['W', 'L', 'OW']",-1,CCV,3
15805,"['OW0', 'W', 'L']","['OW', 'W', 'L']",1,VCC,3
15806,"['W', 'L', 'AE0']","['W', 'L', 'AE']",-1,CCV,3
15807,"['AE0', 'W', 'L']","['AE', 'W', 'L']",1,VCC,3
15808,"['W', 'L', 'AW0']","['W', 'L', 'AW']",-1,CCV,3
15809,"['AW0', 'W', 'L']","['AW', 'W', 'L']",1,VCC,3
15810,"['W', 'R', 'AH0']","['W', 'R', 'AH']",-1,CCV,3
15811,"['AH0', 'W', 'R']","['AH', 'W', 'R']",1,VCC,3
15812,"['W', 'R', 'OY0']","['W', 'R', 'OY']",-1,CCV,3
15813,"['OY0', 'W', 'R']","['OY', 'W', 'R']",1,VCC,3
15814,"['W', 'R', 'AA0']","['W', 'R', 'AA']",-1,CCV,3
15815,"['AA0', 'W', 'R']","['AA', 'W', 'R']",1,VCC,3
15816,"['W', 'R', 'AY0']","['W', 'R', 'AY']",-1,CCV,3
15817,"['AY0', 'W', 'R']","['AY', 'W', 'R']",1,VCC,3
15818,"['W', 'R', 'ER0']","['W', 'R', 'ER']",-1,CCV,3
15819,"['ER0', 'W', 'R']","['ER', 'W', 'R']",1,VCC,3
15820,"['W', 'R', 'AO0']","['W', 'R', 'AO']",-1,CCV,3
15821,"['AO0', 'W', 'R']","['AO', 'W', 'R']",1,VCC,3
15822,"['W', 'R', 'UW0']","['W', 'R', 'UW']",-1,CCV,3
15823,"['UW0', 'W', 'R']","['UW', 'W', 'R']",1,VCC,3
15824,"['W', 'R', 'IH0']","['W', 'R', 'IH']",-1,CCV,3
15825,"['IH0', 'W', 'R']","['IH', 'W', 'R']",1,VCC,3
15826,"['W', 'R', 'EH0']","['W', 'R', 'EH']",-1,CCV,3
15827,"['EH0', 'W', 'R']","['EH', 'W', 'R']",1,VCC,3
15828,"['W', 'R', 'UH0']","['W', 'R', 'UH']",-1,CCV,3
15829,"['UH0', 'W', 'R']","['UH', 'W', 'R']",1,VCC,3
15830,"['W', 'R', 'IY0']","['W', 'R', 'IY']",-1,CCV,3
15831,"['IY0', 'W', 'R']","['IY', 'W', 'R']",1,VCC,3
15832,"['W', 'R', 'EY0']","['W', 'R', 'EY']",-1,CCV,3
15833,"['EY0', 'W', 'R']","['EY', 'W', 'R']",1,VCC,3
15834,"['W', 'R', 'OW0']","['W', 'R', 'OW']",-1,CCV,3
15835,"['OW0', 'W', 'R']","['OW', 'W', 'R']",1,VCC,3
15836,"['W', 'R', 'AE0']","['W', 'R', 'AE']",-1,CCV,3
15837,"['AE0', 'W', 'R']","['AE', 'W', 'R']",1,VCC,3
15838,"['W', 'R', 'AW0']","['W', 'R', 'AW']",-1,CCV,3
15839,"['AW0', 'W', 'R']","['AW', 'W', 'R']",1,VCC,3
15840,"['W', 'Y', 'AH0']","['W', 'Y', 'AH']",0,CCV,3
15841,"['AH0', 'W', 'Y']","['AH', 'W', 'Y']",0,VCC,3
15842,"['W', 'Y', 'OY0']","['W', 'Y', 'OY']",0,CCV,3
15843,"['OY0', 'W', 'Y']","['OY', 'W', 'Y']",0,VCC,3
15844,"['W', 'Y', 'AA0']","['W', 'Y', 'AA']",0,CCV,3
15845,"['AA0', 'W', 'Y']","['AA', 'W', 'Y']",0,VCC,3
15846,"['W', 'Y', 'AY0']","['W', 'Y', 'AY']",0,CCV,3
15847,"['AY0', 'W', 'Y']","['AY', 'W', 'Y']",0,VCC,3
15848,"['W', 'Y', 'ER0']","['W', 'Y', 'ER']",0,CCV,3
15849,"['ER0', 'W', 'Y']","['ER', 'W', 'Y']",0,VCC,3
15850,"['W', 'Y', 'AO0']","['W', 'Y', 'AO']",0,CCV,3
15851,"['AO0', 'W', 'Y']","['AO', 'W', 'Y']",0,VCC,3
15852,"['W', 'Y', 'UW0']","['W', 'Y', 'UW']",0,CCV,3
15853,"['UW0', 'W', 'Y']","['UW', 'W', 'Y']",0,VCC,3
15854,"['W', 'Y', 'IH0']","['W', 'Y', 'IH']",0,CCV,3
15855,"['IH0', 'W', 'Y']","['IH', 'W', 'Y']",0,VCC,3
15856,"['W', 'Y', 'EH0']","['W', 'Y', 'EH']",0,CCV,3
15857,"['EH0', 'W', 'Y']","['EH', 'W', 'Y']",0,VCC,3
